doc_id,para_id,author,paragraph
1D,1D_197,Paul,"I think – I just want to make sure we kind of record this because the point you’re making is a very good one, The participant. Potentially you could get someone, say the  not for profit organisationcase who tick one box extremely well. Because [inaudible] 01:05:52 empathy and the understanding and all this sort of stuff. But will fall down in other areas and potentially in the behavioural competencies that are required. And there are some framework and stuff around, it’s more the big end of town. But I agree, it is very hard and it usually ultimately people getting interviewed and will [inaudible] 01:06:17 we’ve got so many type As, type B [inaudible] 01:06:19 and I think that’s a [inaudible subjective inaudible] 01:06:13 ultimately it’s not a scientific. But so I think that’s the point you’re getting at, right?"
1D,1D_198,The participant,Yeah.
1D,1D_199,Paul,"They tick that box where they can really add value on saying, oh well, a homeless person is not going to really want that. Sorry. But if they can’t then contribute and work as a cohesive team, work cohesively for the rest of the 90% of the time or whatever, then potentially a dysfunctionality or – is that what you were getting at?"
1D,1D_2,Margo,I think they’re probably there. Get kicked out.
1D,1D_20,Paul,[inaudible] 00:01:44
1D,1D_200,The participant,"Yes. And in fact, I love the way you’ve put that. And you’ve reminded me of something that’s – I think cohesion is really, really important. It’s more important that diversity. You do have to have a – so diversity is important but cohesion is something that you really want. And that’s what the chair has to bring out. And if you had to choose between the two, cohesion is really important. And I use an example of a board member that the chair got rid of, because he was exactly – super competent in some areas. But just wasn’t cohesive. And at the end of the day, it’s a very hard structure to just keep together. It’s like these atoms that they don’t want to fall apart, but you’re just there for four hours every month. You want to get the value you can. You can’t waste time arguing points that – so yeah, cohesion is really important. And a good chair will bring that out and then they’ll bring the benefits of diversity in as well."
1D,1D_201,The participant,"The other point I wanted to make is that you do need – and this is related to Paul’s point. You do want an area of expertise. But you want to be broad as well. So you want everyone to understand that marketing is important. You want everyone to understand that HR is important. You might need – and we go from a scale from one to five. Five is an execute that’s serviced at an elite level in one area. You want that. And then one is you’ve got a working knowledge. You’re not at zero, it’s just you have no understandings. You don’t want anyone at zero on anything.So I think Paul’s point is really good because you want ones. And you would want that – you also want, if you’ve got someone who’s a specialist in Indonesia and understand an Asian way of doing business and has empathy in that way, that won’t do anything unless you can form a coalition of people."
1D,1D_202,The participant,"And the other thing I wanted to say – this is something that I’m very interested in. And it is – I’ve got a theory that in every organisation there’ll be a scapegoat. In every group there’ll be someone in favour and there’ll be someone out of favour. Or at least that’s the natural tendency of humans to just – and so I did notice with the – a chair has to control that impulse. That scapegoating impulse. This board would be good except for that member. Or I suppose that’s that cohesion point. But there are things that push cohesion away. And it’s not diversity. It’s kind of a pack mentality. Because in boards you’ll have, out of 12 people you’ll have two or three coalitions. And then you might have one on the outer. And sometimes people want that person on the outer because their performance is, oh, at least I’m better than that guy. And so that’s a very – so I think it’s natural. In the pecking order, people will know if they’re first or second. And they’ll know if they’re last. And so – yeah, you will know that. Not the two boards that I’m on, but I have been on a board where I’ve just been the least competent person there, and you just go okay, well that’s – so I suppose what I’m trying to say is the cohesion is really, really important. And a chair has to manage that. And that may not be at odds with diversity, and hopefully it isn’t."
1D,1D_203,Margo,"Yeah, no, that’s really good. It feeds into a whole literature on managing difference and conflict within boards. Yeah, it’s great 01:11:08 stuff. That’s good. So more generally, how do you think diversity should be increased in Australian company boards?"
1D,1D_204,The participant,"I suppose this is a summary question, but I mean -"
1D,1D_205,Paul,"[inaudible general] 01:11:24 The participant, this is not about your experience."
1D,1D_206,The participant,"Oh okay, this is just general."
1D,1D_207,Paul,[inaudible] 01:11:30
1D,1D_208,The participant,"Okay, I mean, I think gender is the easy one to say. So that’s – I think that’s just a no-brainer. The one where I think – I do like the behavioural diversity. And I am of the opinion that you have this governance/performance diversity as well. You can have some people that emphasis governance and some people that emphasis performance. I do like the inward and outward diversity, if you like. Where people will be looking out and they’ll go, that’s the big picture. And there’ll be people that are looking in and they’re going for the detail. I think you really need some diversity on – especially Indonesia and New Guinea and all these things. All these things were Australia has been very lucky for 20 something years. But what I’m telling my children is that you’ve got to look out. And I think boards needs to look out as well. Look outside Australia."
1D,1D_209,The participant,"Australia is a spoke and there are hubs out there. And the spokes have to hook into the hubs. So one of the hubs is Indonesia and Singapore. Another hub is Japan and China. Another hub is America. These hubs are going to be directing the way things are done. And you can’t have 12 people from Melbourne who have travelled to these places for one week. You need some hook-in. I wouldn’t call it diversity, you just need people with those experiences there. One of the best things, for example, that ANZ did was bring in people from Google that has been in America. Because all of a sudden they have that Silicon Valley diversity that is really needed in today’s companies. So that’s a lot of diversity there. And I do really like, I think, both of your points. And if you can get someone who has done the hard yards – because they’re the skills that you kind of need. Those entrepreneurial, resilience, networking, all those skills. The skills that you need for the next 10 years are going to be much more hustling sort of skills. And if you can get someone who’s gone from the bottom to the top, as I said, if you can get them, you get them."
1D,1D_21,The participant,"Thank you, Paul."
1D,1D_210,Margo,"That would be amazing. Yep. Okay, so selection and networking and looking outward in order to do these effectively – it is a strategy."
1D,1D_211,The participant,"And it would be good – one of the things I really like, I got given by the [AICD] and also – is a series of questions, good questions to ask. And they’re just things that you go, oh, yeah, that’s an interesting thing to ask. And I like the idea of having things like behavioural matrices where you have – actually we’re going to add – there’s a book of questions. I’m sure there’s lots of books but I’ve got a book at home, is questions that good directors should ask. And I might flick through it to see if there are those behavioural and those kind of – those broader diversity questions in there. Because I mean, you want to ask, are you – you don’t want to say, should I think differently? That’s not a question – you want to be able to say, have you thought of this? Because then that makes – the first question is much too general to be useful. You want the intelligence to be able to ask the really fine-tuned questions."
1D,1D_212,Margo,So a bank of questions might be a useful outcome for selection?
1D,1D_213,The participant,"Yeah. It would be interesting to – I mean, that’s just an old book, but I’ve got a book. And it would be interesting to see if all these questions are in there. And then if they are in there, are they being used? Yeah, a bank of questions would be a good deliverable I think."
1D,1D_214,Margo,What barriers are there to increasing diversity in Australian company boards do you think?
1D,1D_215,The participant,"I think diversity breeds diversity. And I think you’ve got to get to the chairs. The chairs really run the roost I think. Yeah, if you get to the chairs then you’re kind of – and I do believe that women are more open-minded in employing women. That’s just –yeah."
1D,1D_216,Margo,And men in employing men?
1D,1D_217,The participant,"Yeah, maybe. I think you are imprisoned by your experiences. Not imprisoned, but you’re influenced by them and I think that’s – so if you’re experience is as a women, you do get – that’s a set of experiences you bring to the table. And your future will represent your past to some degree."
1D,1D_218,Margo,"Do you think that’s a comfort thing? A psychological, sociological – or do think it’s like a network sociological?"
1D,1D_219,The participant,"Oh, I think it’s a survival mechanism in some ways. So the way I got onto  not for profit organisation was a friend introduced me. And I’m not going to let that friend down. The network – there’ll be social consequences. And also that friend I’ve been friends with since I was 15. And so I’ve known her for a long time. So she knows that I’m not outrageous. I haven’t had 10 years of my life on an Ashram. Not that there’s anything wrong with that. But she knows the last 30 years. She doesn’t know just two references. So the network and networking skills are really important."
1D,1D_22,Margo,"Good. Great. Well, thank you, The participant."
1D,1D_220,Margo,And there’s a female choosing a male.
1D,1D_221,The participant,"Yeah, yeah. No, no, as I said, right now all my bosses are women. All five of them."
1D,1D_222,Margo,"Now, you’re a non-state sector board? You don’t have state sector boards do you?"
1D,1D_223,The participant,"Well, the  not for profit organisationboard – no, the SuniTAFE is -"
1D,1D_224,Margo,"Oh, so you’ve got both."
1D,1D_225,The participant,"Yeah, so that’s a state. I mean, state you mean government?"
1D,1D_226,Margo,"Yeah, non-profit and for profit I guess."
1D,1D_227,The participant,"No, there’s not – I’m not on a profit one."
1D,1D_228,Margo,So do you favour the introduction of gender quotas? And what are the pros and cons do you reckon?
1D,1D_229,The participant,"Yes I do. But I wouldn’t want it to be 50%, the quota. I’d want it to be something – some minimum threshold. Because you might want – NFP organisation , because of its history, you might want more women. I don’t know, if it’s the AFL, you might want – just because it’s servicing – it would depend. The Labour Party has it, and I think that’s worked. I would like to see the day where they’re off. So I’ve got three sons. They’re 17, 15, and 11. By the time they’re ready for board positions, I would like to see – I mean quotas will hopefully be a thing of the past. The women that I know are competent enough to compete on an even footing. They’re just as good networkers. They’re just – so I would like to see the day where they’re not needed. But I think the other diversity is quite interesting. So the state ones have – like if you can get an Aboriginal person on there, it’s – like if you can get a Noel Pearson, I mean he could be on 20 boards. He’s just so competent and yeah, I think gender quotas, they’re kind of any easy way. I’m hoping that that battle is half won. The other diversity is probably interesting to think about."
1D,1D_23,The participant,Very good. We made it.
1D,1D_230,Margo,It’s more interesting types of diversity.
1D,1D_231,Paul,"[inaudible] 01:20:23 quickly, The participant. With quotas I guess on two fronts. And firstly I’d be interested in a comment from you, if I say that most of the women in my personal life – I’m speaking of my ex-wife in particular, but one or two other people – kind of, if there’s anything that pisses them off is the quota concept because she’s achieved a hell of a lot without that. And just resent even the question around I've seen in a TV interview or whatever, so what is it like to be IT leader as a woman or whatever, do you know what I mean? [Gendering]. 01:21:12 I’d like a comment on that but I’d also like it reconciled where, you know, you started off talking about the importance of the competencies and obviously diversity around competencies. And the perception that even extremely competent women who end up on boards may be perceived by many as oh, they’re only there because they had a to fill a 50% quota, if you know what I mean? So whatever it is, 20% or whatever."
1D,1D_232,The participant,"Yeah, thank you. I really like your point. I don’t like the idea of quotas. And I would like them not to be there. I suppose my answer is driven by the fact that there’s been a lot of talk for a long time and the talk hasn’t worked. And I’m more thinking broader – so it has worked for the Labour Party where I’m not on the executive, I’m in there. And they do have women that have filtered through to the ministership and the deputy prime minister and so I’m just trying to think. It’s like cutting out a cancer or something. I don’t like it. I agree, I don’t want to live in a world where quotas are necessary. I don’t want the quota to be 50%. I just think they work. And I’d like it – yeah, I don’t want to live in a world with them. I think everyone – if there’s enough competent women out there who deserve to be there without quotas. And I think that’s – but yeah."
1D,1D_233,Paul,"[inaudible] 01:23:05 Yeah, there’s a trade-off and on balance you prefer – because it works and it gets the job done in some ways, you’re happy to wear some of the other negatives."
1D,1D_234,The participant,The cost. Yes.
1D,1D_235,Paul,[inaudible] 01:23:21
1D,1D_236,The participant,"I acknowledge there’s a cost. There’s definitely a cost. And there’s a cost on both sides, I think. Because in a perfectly random world, you may well have a board with all men and that would be fine. And you might have a board of all women, and it would be – actually no, it wouldn’t be fine. You want the balance. But a random distribution would be fine if you had two thirds male or – but you’re just not getting that randomness. And I would like it solved by the time my sons – it’s a little bit like – what I think, I’ve got a number of South African friends and it’s a bit like South Africa where the reason there’s so many white South Africans here, is because their sons aren’t being treated fairly because of the rebalancing. But you just want – but the rebalancing probably has to happen. You just hope it doesn’t have to happen for very long."
1D,1D_237,Margo,Affirmative action?
1D,1D_238,The participant,"Well, yeah."
1D,1D_239,Margo,"Okay, so our final is just, do you have any other thoughts to share on board diversity? And on how this diversity should be managed?"
1D,1D_24,Margo,"We made it. Exactly. So let’s get right into it, and we’ll try and keep it under an hour. But I think it might be -"
1D,1D_240,The participant,"Yeah, I really like your bank of questions. And as I said, the noses in – you are limited as – in a way, boards are very imperfect functions. You just don’t have enough knowledge, you don’t have enough day to day knowledge. I find it’s quite hard to add value. They’re cumbersome. They’re expensive. But they’re very useful for doing some very key things. So any help you can give a board, it’s very helpful. It’s very useful because – so it’s a kind of a very contrived structure in a way. Useful but forced together. And a bank of questions, questions that you go actually have you thought of this, would be a good thing to do. And especially those bank of questions that include things like behavioural, include things like strategy and alignment with – and also skills that are going into the next 10-15 years. Which I think would be -"
1D,1D_241,Margo,Future-looking not just outward-looking?
1D,1D_242,The participant,Yeah.
1D,1D_243,Paul,"So The participant, you sort – just for our help, because you’re an internal and this is part [of inaudible so inaudible formal interview kind of over] 01:26:03 Can I ask you a question, because this is something – Margo and I are going to do a debrief. You’re our first interview [inaudible] 01:26:13 I’d like to ask you a question. Very early on, when we talked about diversity, pretty much the first question, you immediately jumped on what was very logical, particularly  for someone in a medium-sized smaller board where you just [immediately jumped onto] 01:26:35 cognitive competency and diversity as opposed to gender et cetera. Now there’s [some studies very valuable] 01:26:44 for us to the extent that every [party inaudible] 01:26:46 a significant number say look, when you guys mentioned diversity, the first thing I think of is this sort of competency/cognitive diversity, not the other stuff, is important information for us. Right? That’s very important. Having said that, a lot of our questions and the research questions and the [bulk] 01:27:07 of the study is about the other type of diversity. So do you feel it off-putting or anything when I sort of steered you back to, if you like, the focus of the study, which was around gender, ethnicity, that sort of diversity?"
1D,1D_244,The participant,"No, no."
1D,1D_245,Paul,"Because [there was inaudible early] 01:27:34 I was a bit concerned that it was a very – it would have been a very interesting study to talk about the cognitive diversity and a whole range of questions around that, but the purpose of this study was to focus on the sort of diversity that we were looking at, which is around gender and ethnicity et cetera. Although your initial [inaudible] 01:27:58 is very valuable. So if the vast majority of people say that, that send a message as well. And that’s an important kind of finding and something that we want to analyse and report."
1D,1D_246,The participant,"Yeah, I really like your point. And I suppose the predictor of your future and your competency is a function of the past. And you’re trying to capture competency by having sort of some diversity in there. so in a way I think that you can bridge the two. I suppose you and I are very much analytical business model people. And we’re probably both interested in competencies and expertise and behavioural fit and cohesion. But that sort of stuff comes through – the way you pick it is going, well have you had the necessary experiences? Have you had – and those experiences might be gender-related experiences or work-related experiences. Or ethnicity. So yeah, you don’t get those competencies unless you’ve actually had that diversity. So I suppose I was going to the end game. Whereas I suppose you were more driving toward the legs of the table. And I was happy with both."
1D,1D_247,Margo,"Yeah, so you were comfortable with that? That’s good."
1D,1D_248,Paul,[That is good inaudible] 01:29:33
1D,1D_249,Margo,"Oh, well this is too long. We went too long. I’m so sorry."
1D,1D_25,The participant,"No, no. That’s fine. That’s all good."
1D,1D_250,The participant,"No, no. Don’t be silly."
1D,1D_251,Margo,"I think we’ll probably need to – I’ll work on a [sub-state] 01:29:55 of this, Paul. We’ll talk about it. I think we need to limit it."
1D,1D_252,Paul,[inaudible] 01:30:00 think we should necessarily make any changes until we finish the pilot.
1D,1D_253,Margo,Okay. Do the pilot first. Okay.
1D,1D_254,The participant,"So let me know – I’ve haven't got contacts at the way big end of town. I’ve got – so for example, when we had the executive training, I was able to talk to the speaker – things like CEOs of [AMES] 01:30:24 I’ve got contacts – as Paul has as well, but if you have any wishlist. If you have a wishlist of four people, I could probably get one or two of them. And Paul would probably get the other two."
1D,1D_255,Paul,"[inaudible] 01:30:37 one of the reasons we put that request on ice is we’ll finish the pilot and then we’ve got to think hard about – we’ll never get the wishlist but what’s our wishlist in terms of a [sample] 01:30:53 and then try sampling form there and then I’ll basically say, right, I could probably pick up these seven, eight types of people. A few others. And then we will come to you to try and help fill in those gaps et cetera. We will definitely come to you. Because it’s going to be a hard ask to get the – we’re aiming for 35-40 people. [inaudible] 01:31:20 we will definitely come to you on that."
1D,1D_256,The participant,"Yeah. And the bigger end of the town, the bigger you get the more you’re going to have to push it back to an hour. Just -"
1D,1D_257,Margo,Yeah. I think we can get this back to an hour. Yeah.
1D,1D_258,Paul,[inaudible] 01:31:35 that’s why – we could do that. Yeah.
1D,1D_259,The participant,That’s just a – yeah.
1D,1D_26,Margo,"Okay, so I’m going to just do a general interview and then it goes through five phases. So the first is, you look at the costs and benefits of diversity. Board diversity. Then we’ll look at processes related to managing diversity on the board. Selection process. How to cultivate diversity. And then some room for final comments with you. So that’s what we’re going to move through. So The participant, there’s a lot of talk about board diversity, but we’re interested to hear from you because you sit on an Australian board, and so we’re interested in that perspective. So let’s start by hearing about what board diversity means to you?"
1D,1D_260,Margo,"Okay, so did you mind the questions?"
1D,1D_261,The participant,"No, no. The questions were good. And especially the last half of the questions, they were – they’re probably thinking, I really like -"
1D,1D_262,Margo,So the cultivating or -
1D,1D_263,The participant,"Well, the behaviour one, I’m really – I’m quite interested -"
1D,1D_264,Margo,"Okay, so that’s the selection criteria -"
1D,1D_265,The participant,"Yeah, I’m quite interested in frameworks with that."
1D,1D_266,Margo,I’ll do some more research on that. Research frameworks for behaviour.
1D,1D_267,Paul,"Well, essentially, The participant, on the [AICD] course recently, or in the last year anyway – and [well I think that inaudible] 01:32:20 for matrices that have the competency and then they’ve put behavioural as well. But they don’t necessarily identify behaviour [or trace] 01:32:30 it could vary from organisation to organisation. And I really think – what I’ve heard from the big end of town where they’ve looked at that, it is more about fit. It is also more about having [inaudible] 01:32:45 to say look, I’ve got an executive. I’ve got this many type As. It’s actually good to have a couple of type Bs broadly speaking or [what else. So inaudible like that] 01:32:55 you know, the listening skills, et cetera. And it tends to get teased out – it’s not very scientific. I mean, if you did behavioural testing, and you could find a method that everyone agrees on. I mean, they’re all full of holes. My daughter was like, oh, [my inaudible] 01:33:18 there’s no actual evidence behind it. Even though we all [inaudible do that] 01:33:25 that’s difficult to implement in a board – a board-type setting. Unless it becomes and absolutely, this is what we do and everyone does it kind of thing. And so it really – at the moment to the extent that it happens, it is very much the chair and somebody else is [inaudible] 01:33:44 coming to do and interview and they’re trying to make that kind of assessment."
1D,1D_268,The participant,"Yeah, I agree. And one of the committees I was on failed because it had too many team players on it, and not enough – and the only person that wasn’t a team player that was a driver was the chair. So everyone else was trying to get along and the only person that was wanting to drive the organisation forward, irrespective of team cohesion, was the very, very boss person. And so ideally you would want a couple of drivers sitting in there. But how do you have that conversation? How do you go – how do you even start the conversation. Some of you are not ambitious enough and we need to get rid of two of you. I don’t even know how you move from where it was to where it needed to be."
1D,1D_269,Paul,"[inaudible] 01:34:40 it’s a bigger issue for example in a university setting where – so typically in [admin circles] 01:34:48 but not necessarily just in [admin circles] there wouldn’t – and you see this in some of the cultural values they’re putting out et cetera, which I’ve got no problem with by the way, as a general thing. They want – a good [vision] 01:35:02 is where everyone agrees and there’s consensus. And [that’s a load of bollocks.] 01:35:07"
1D,1D_27,The participant,"All right. And I might do it through a prism of a recent experience. And so obviously this confidential. So I sit on two boards and a number of audit committees. I’m the chair of the finance committee for  not for profit organisationas well. So I’m on a number of mid-sized – so I don’t have that – I’ve reported to boards that are bit, but I’m sitting on two mid-sized boards. One the SuniTAFE in Mildura. And one with NFP organisation . And the  not for profit organisationhas a number of areas, but it has, apart from anything else, it has $200 millions dollars of funds that it sits on. Due to some very canny real estate investments 200 years ago."
1D,1D_270,The participant,It is.
1D,1D_271,Paul,"I mean, [inaudible you do need inaudible] 01:35:09 you do need challenge, and sometimes the outcome that only 20% of the group in the meeting prefer maybe the better outcome for the organisation. But also and particular in [admin circles] but to some degree in academia broadly, those people are then seen as oh, the negative people. And they don’t get along. And they’re not team players et cetera. They’re seen very negatively. I’ve actually seen it with a senior admin person I’ve worked closely with who I value hugely. That person is being penalised elsewhere or not getting certain things because the person is being [inaudible] 01:35:56 just saying hang on, respectfully but nevertheless they say look, hang on. I disagree. Surely you’d have this problem. You should be doing this instead or whatever. So that’s an issue as well. I mean, General Patton I think summed it up very well. He said, if all of you are in agreement, someone’s not doing his job."
1D,1D_272,The participant,"Yeah, I agree. Yeah, I have an experience. The best boss I ever had was a fighter. And she put everyone offside. And she was called up to the CFO – this is [Peter Marriott] 01:36:32 if you know that name. And [Peter Marriott] called her up and said, I need you to keep doing exactly what you’re doing. Because otherwise -"
1D,1D_273,Margo,The disruption is good.
1D,1D_274,The participant,"Well, yeah. I’ve got too many team players and right now, status quo is completely not what’s needed. And yeah, so your point is really well made. You need different types and you can fail if you don’t have that kind of thing in there. But very good. All right, look, thank you. It’s very – and I do apologise that I’ve got no – [audio ends abruptly]"
1D,1D_28,The participant,"So, look, diversity is really important. And one of the reasons it’s really important, one of the things that happened recently is we had to sack a CEO. And CEOs tread this very fine line between risking enough to get a business going – because they have to be go-getters, and they have to be a type of person that is a go-getter – and to be a conservative person that keeps everything together. And sometimes I’ve seen that that mix doesn’t work. And you do need a board to oversee that. And you do need – when you’re kind of assessing whether a CEO is balancing on that line, whether he’s doing enough risk and he’s doing enough keeping the whole thing together – so you can have problems either way. You can have a CEO that’s not trying hard enough and not risking enough. Or you can have a CEO that’s actually gone a little bit crazy."
1D,1D_29,The participant,"And to assess that, you kind of need a trial by jury, in a way. If that makes sense. Because it’s a very hard decision to make. Whether they’re making enough bets or whether they’re making the right bets. And obviously the boards main job is to appoint a CEO and make sure that their performance is keeping to track. And then the rest is monitoring and governance, but that’s the really hard job. And I suppose if you’re going to – it’s not trial by jury, but it almost is. If you’re going to have that, you do need more than just one type of person to do that. You need someone that’s – so in the NFP organisation , which is mostly about resources and giving programs to disadvantaged women and girls, you need people that are good on that front, on the social front. You need people that are good on law, especially law. You need people good on accounting. You need people who are really hooked into government, because government funding is crucial."
1D,1D_3,The participant,Yeah. Sure.
1D,1D_30,The participant,"So you need that diversity of skills and you need the diversity of attitudes and ability to judge whether someone’s doing an okay job. Because apart from anything else, CEOS almost are always very clever. And they're very, very good at marketing, especially self-marketing. So yeah, I suppose I see it in that way. It’s not a trial by jury, but kind of like that."
1D,1D_31,Margo,"Okay, so you’ve mentioned that board diversity is like the capacities of the different people. So a functional diversity with different people on the board. But also their relationships, like networks to government. But then you’ve also brought in that third kind of diversity, which seems to be like the relationship between the board and the management. And that you have to be able to be flexible to manage – like board by jury, which is quite independent. And then is there another way that the board can relate to management? The chief executive?"
1D,1D_32,The participant,"Well, I mean, it has to go through. You have to be very – I mean, the [tricker] 00:06:31 model I think, because that’s the one that says you go through the CEO, doesn’t it?"
1D,1D_33,Margo,Yeah.
1D,1D_34,The participant,"Yeah, that seems to be the one that is workable that I’ve seen. I do have a relationship with the CFO – with the two CFOs, just because I’m finance-based. But there’s kind of an approval process that I’ve seen that you go through the chair, and the CEO, and you say look, just functionally I need to do this. If it’s anything important I will cc – I will courtesy copy both of you. It’s by appointment. It’s by exception. So you do have that relationship with management. But a lot of it does filter through the CEO. And I mean, it’s a hard job, because CEOs have to manage – there’s 12 people on both boards. It’s such a hard job to do. And you don’t want loose ends. As much as possible, you want to give them the capability of managing you to the extent possible. So you do – yeah, I mean, that’s why everything goes through the chair. And the chair’s job does seem to be five times harder than being on a board. And I think a chair’s job, you need 10 years of experience on a board to be a good chair, in my opinion. I wouldn’t be experienced enough, for example. Yeah, so the diversity mixes in, in that framework if that makes sense."
1D,1D_35,Paul,"Yeah, [inaudible] 00:07:57 so do a large degree what you’re describing, to a large degree is more functional line, so say for like the Australian Institute of Company Directors recommend that a lot of boards create their own skills matrices for example. Where [inaudible] 00:08:14 organisation, some people within the social world, some people who are the legal, financial – sometimes a combination, et cetera, et cetera. And the debate that’s going on with diversity at the moment – and we accept that. I mean, that’s understood. That’s obviously important – is also around other attributes such as gender, ethnicity, possibly age. But particularly gender and ethnicity. And gender I think is what gets most of the spotlight. Is that sort of diversity important, do you think?"
1D,1D_36,The participant,"Yeah, look, just by way of background – and obviously – so my two chairs are women. My bosses at La Trobe are women. My boss here is a woman. My wife is an extremely competent woman. I accept that there’s a controversy around it, but for me that controversy has – it’s almost – it’s not irrelevant, because I just think you do want women there. And yeah – just you want them there, as just a part of a natural process I think. It’s not – I haven’t been a part of a process where they’ve pushed for women to be on there, because the boards that I’m on are half and half. And it’s just a natural -"
1D,1D_37,Margo,Hasn’t been an issue?
1D,1D_38,The participant,"It hasn’t been an issue. So I know that you say there’s controversy, and the big end of town is probably there – and I haven’t got experience in that, but the not for profit space and the places that I play, it is – and I’ve had a number of chairs on both of them. And I really can’t see – the woman chair at the moment for  not for profit organisation– before that there was two main chairs. She’s the best one we’ve had. And maybe it’s attributable to gender, but maybe it’s attributable to the fact that she was the chair of Brotherhood of St Laurence, she’s just very competent in that social space. So I do look at it through the prism of competency rather than – and I also look at it through emotional lenses. So there will be very specific people that are empathic. There will be very specific people that are detailed and analytical. And I think you want that. So I’m not answering the question, I think, the way you want it answered, Paul. But I do see it as an non-issue where I’m at. And so I don’t know whether that’s politically correct or anything."
1D,1D_39,Paul,"[inaudible] 00:11:18 That’s fine. But just to say, a lot of the questions that Margo will be going through moving forward – I mean, not necessarily buying into a debate on one side or the other or whatever. We’re just trying to [understand] 00:11:34 some of the issues here. When we talk about diversity and diversity in terms of their competence is assumed as important, but we’re also thinking in terms of gender diversity. Because your boards are [clearly pretty diverse] 00:11:53 which is fine. Other boards aren’t. Some are extremely – you know. [inaudible] 00:12:00 But also not just gender. It’s things like ethnic [inaudible] 00:12:08 people from overseas on boards, which may makes sense in certain circumstances and/or any other 00:12:19 of diversity that make up demand."
1D,1D_4,Paul,Now we’ve got [inaudible] 00:00:20 on our screen I can’t see either Margo or you.
1D,1D_40,The participant,"Yeah. So one of the things I think is missing on boards a little bit in Australia that isn’t missing in America is a performance – so sometimes you have boards that are very not diverse, because they’ll have eighth of the 12 people will be very compliance based. And you’ll get a board that gets stuck in this compliance. And really you want to – I think you want a board to help performance as well. So you have that compliance/performance crossover. So in America you have an expression, you either give money, you get money, or you get out. So in a way that’s a very harsh way of saying American boards are – they will try and help the CEO on the performance side. My experience of what I’ve seen on Australian boards is that we don’t have that compliance/performance thing quite worked out yet. So I don’t think we have diversity in that way. I know that’s – but I’m happy to answer as many gender questions as you want."
1D,1D_41,Margo,"Yeah. No, no. We’re not limited to gender. It’s -"
1D,1D_42,Paul,[inaudible] 00:13:30 we’re not focused on gender.
1D,1D_43,Margo,"Yeah, yeah. Definitely not. Some people like you think it’s a non-issue because 48% or 50% of women are on boards. Represent the boards. But possibly, as you pointed out, the larger companies, not such a thing. So we’ll be looking at why do you think that’s not the case."
1D,1D_44,The participant,"No, I can get you some people from boards in that if you want. But you have to give me a few weeks to -"
1D,1D_45,Margo,"Oh yeah, yeah. Paul will – it sounds good, doesn’t it, Paul?"
1D,1D_46,The participant,Yeah. But let’s -
1D,1D_47,Margo,"Let’s move forward. Okay, so do you think diversity of Australian boards is important?"
1D,1D_48,The participant,"Yeah, I think it’s vital. I mean, but I think it’s vital – well, I was having this chat with some board members. In a way, one of the limitations of being on a board is that you don’t know very much. You go in, and you go in there once a month. You’re there for your six hours and you get given what you get given. But in some respects you don’t know enough to add value for one or two years. So you might know in your space – so once again, I suppose I do stress that competency and skills. And the other one is that emotional diversity and the attitude diversity. So I think you do need that for assessment of the CEO. And I suppose it was just very fresh –"
1D,1D_49,The participant,"So the CEO in example wanted to take the $200 million that the sisters had got for the last – and wanted to invest it in doing micro-insurance. Wanted to really expand out and start a business that he could name – that he could put his name to and his sort of – well, he’s 50 and he wanted to say in the next 10 years, I want to be a super success. And I’m happy [inaudible] 00:15:30 but I’m bluffing on two tens or something like that. And the board needed to go, gees, he’s getting some success. Maybe we’ll back him. Maybe we won’t. But to make those kind of – and we ended up saying, actually you’ve gone way too far. You need to stop. And he said, well I’m not stopping. And we said, all right. This is not the organisation for you. So to make that decision, it’s really hard. The board was divided. Really it’s a very, very difficult decision. And what’s that book that it gets expressed? The Wisdom of Teams. To make decisions like that, The Wisdom of Teams is really – I really support the notion behind that book."
1D,1D_5,The participant,"Oh, that’s because I think we need to – oh."
1D,1D_50,Margo,"Okay. There’s a few questions around how that – so we can drill down into that process later on. That’s really good. So you feel that the board’s diversity has have a positive effect on the decision making. You’ve just said yes, definitely. Particularly in this – the assessment of the CEO as an example. So that’s great. So do you feel the board diversity can negatively impact the board’s performance?"
1D,1D_51,The participant,"It has to have a strong chair. A lot depends on the competency of the chair. And the chair – so when you’re in a board, and I know you both know this, you’ve got 12 people and you’re looking around for a natural leader. And if you’ve got – like we’ve got a managing partner of a law firm there, and everyone kind of looks over to him every 20 seconds, just to make sure everything is okay. So if you’ve got a strong chair that can give everyone a voice – so when I’m on the board, I always say to myself, I’m going to be the fourth or the fifth person that’s going to talk. I’m not the most skilled. But I do have value that I can add. And there’ll be a few people that don’t want to talk on an issue. But a chair’s got to allow that. There will be natural leaders in there and the chair does have to be one of those natural leaders to bring that diversity. Otherwise it’s a bit of a rabble."
1D,1D_52,The participant,"Now, I’ve been lucky and had very good chairs. So I haven’t seen – but it is a very complex task to be able to manage 12 people who are different levels of competency, but you’re not really on a board if you’re not broadly competent. I mean, there’s not too many – so yeah, you’ve got to manage – you’ve got to herd those chickens. And if you can do that, and you’ve picked your chair and the chair has been picked well, then I think diversity is a strength."
1D,1D_53,Margo,"Okay, so how do we pick a chair?"
