,doc_id,para_id,author,paragraph,emotion_profile,emotion_keywords
978,13IN,13IN_31,Q,And can you unpack unconscious bias?,"{'anger': 0, 'sadness': 0.009, 'fear': 0.082, 'joy': 0.091, 'trust': 0.15, 'surprise': 0.172, 'disgust': 0.174, 'anticipation': 0.363}","['bias?', 'can', 'And', 'unpack', 'unconscious']"
979,13IN,13IN_32,A,"So unconscious bias, in essence, is around the unconscious ways we naturally make decisions on people.  And we have unconscious bias towards age, towards religion, towards gender.  And so having an awareness - and there are tools and techniques to be tested on that, to understand what your potential blockers are, and then have self-awareness around that.  And then there are potential ways, techniques that we can use, to remove some of those:  removing names off resume, removing age off resumes, particularly universities that someone went to;  interests and memberships.  All those sorts of things that we naturally may have informed views on, so there’s some techniques we can use for our own individual ways to minimise that.","{'sadness': 0, 'anger': 0, 'surprise': 0.024, 'fear': 0.031, 'disgust': 0.039, 'joy': 0.2, 'trust': 0.34500000000000003, 'anticipation': 0.402}","['so', 'so', 'So', 'gender.', 'can']"
980,13IN,13IN_33,A,"But then, coming back to your point around how we might educate or share with a decision-maker, it’s not easy.  There’s case studies, there’s prior history in terms of board makeup, and examples of organisations that have been able to lead the way and transform and change.  And by providing those sorts of examples and case studies to help an individual understand why a more diverse board can have economic impact.","{'sadness': 0, 'anger': 0, 'surprise': 0, 'fear': 0.029, 'disgust': 0.051, 'joy': 0.166, 'anticipation': 0.259, 'trust': 0.535}","['decision-maker,', 'can', 'there’s', 'There’s', 'understand']"
981,13IN,13IN_34,Q,"Because my reading of the literature - international literature - is that it’s inconclusive, the actual impacts.  And a lot of that is quantitative research.  The link between diversity and performance is inconclusive.  But then there’s critiques of that, which says, “That’s because the methodologies are different”.  You’ve got bodies of case studies that you use, this is interesting.","{'sadness': 0, 'fear': 0, 'surprise': 0.01, 'disgust': 0.041, 'anger': 0.047, 'anticipation': 0.058, 'joy': 0.26, 'trust': 0.625}","['“That’s', 'research.', 'it’s', 'there’s', 'different”.']"
982,13IN,13IN_35,A,"Yes, and there are two sides to the coin.  I’m of the view that a more diverse board - and I’m not always talking about gender.  I’m talking about just how we create different levels of thinking.  And depending on what an organisation’s strategy and needs are and what the headwinds look like, it can play an important role.  It is a case-by-case example.  Quotas I don’t agree with.","{'anticipation': 0.008, 'anger': 0.016, 'sadness': 0.017, 'fear': 0.024, 'joy': 0.073, 'surprise': 0.073, 'disgust': 0.279, 'trust': 0.551}","['not', 'different', 'depending', 'gender.', 'agree']"
983,13IN,13IN_36,Q,"Great, there was a question on that.","{'sadness': 0, 'anticipation': 0, 'fear': 0, 'disgust': 0.008, 'anger': 0.01, 'joy': 0.256, 'surprise': 0.375, 'trust': 0.392}","['Great,', 'was', 'that.', 'question', 'there']"
984,13IN,13IN_37,A,"But I think that having an appreciation for what the business’ challenges and needs and what the strategy is and aligning that to the right mix of individuals - their skills, experience, backgrounds - is the best approach.","{'sadness': 0, 'anticipation': 0, 'fear': 0, 'disgust': 0.021, 'anger': 0.024, 'surprise': 0.073, 'joy': 0.302, 'trust': 0.6199999999999999}","['skills,', 'best', 'right', 'experience,', 'appreciation']"
985,13IN,13IN_38,Q,"It’s getting the right fit for the right time, first time.","{'sadness': 0, 'anger': 0, 'fear': 0, 'surprise': 0.004, 'disgust': 0.011, 'anticipation': 0.02, 'joy': 0.283, 'trust': 0.7240000000000001}","['right', 'right', 'fit', 'It’s', 'time.']"
986,13IN,13IN_39,A,Correct.,"{'sadness': 0, 'anger': 0, 'fear': 0, 'surprise': 0, 'anticipation': 0.005, 'disgust': 0.011, 'joy': 0.138, 'trust': 0.8879999999999999}",['Correct.']
987,13IN,13IN_4,Q,How many years are we talking?,"{'sadness': 0.012, 'anger': 0.013, 'trust': 0.048, 'fear': 0.054, 'disgust': 0.067, 'joy': 0.124, 'anticipation': 0.271, 'surprise': 0.452}","['talking?', 'How', 'are', 'years', 'many']"
988,13IN,13IN_40,Q,"That aligns with a director I interviewed last week who was very entrepreneurial, and that was his idea.  Similar age, actually, probably, to you.  It’s interesting, I’m seeing the patterns.","{'sadness': 0, 'fear': 0, 'anger': 0.021, 'anticipation': 0.057999999999999996, 'disgust': 0.066, 'joy': 0.266, 'trust': 0.311, 'surprise': 0.318}","['interesting,', 'entrepreneurial,', 'It’s', 'idea.', 'interviewed']"
989,13IN,13IN_41,Q,"I’m going to move to this so as we can start linking your data with other people.  How do you think - because you’ve been right in this space for 15 years, you can look at it for 15 years quite easily.  How has the composition of boards that you’re familiar with changed over time in terms of diversity?","{'sadness': 0, 'anger': 0, 'surprise': 0.009, 'disgust': 0.03, 'fear': 0.033, 'joy': 0.214, 'trust': 0.364, 'anticipation': 0.39}","['diversity?', 'can', 'can', 'How', 'How']"
990,13IN,13IN_42,A,I think we’ve seen a big shift towards more females.,"{'sadness': 0, 'anger': 0, 'surprise': 0, 'disgust': 0, 'fear': 0.001, 'joy': 0.302, 'anticipation': 0.332, 'trust': 0.406}","['we’ve', 'towards', 'seen', 'big', 'more']"
991,13IN,13IN_43,Q,And why do you think that?,"{'joy': 0.038, 'fear': 0.038, 'anticipation': 0.061, 'sadness': 0.068, 'trust': 0.08299999999999999, 'anger': 0.136, 'disgust': 0.239, 'surprise': 0.378}","['why', 'that?', 'do', 'And', 'think']"
992,13IN,13IN_44,A,"No question there’s a view that a more diverse female - from the gender perspective - has just a different level of outcome and output and ways of thinking that create economic value to an organisation.  There’s just cases and cases where that is very clear, and so that’s probably the biggest shift that I’ve seen.","{'sadness': 0, 'fear': 0, 'surprise': 0, 'anger': 0.012, 'anticipation': 0.02, 'disgust': 0.04, 'joy': 0.189, 'trust': 0.78}","['different', 'that’s', 'There’s', 'there’s', 'so']"
993,13IN,13IN_45,A,"More recently we’re starting to see more - and I’m not talking ASX necessarily, top 100, but probably more mid-sized organisations, an appreciation for age.  Millennials and Gen Y being - there is a different way of thinking, I think, that the demographics have.  And there is more of an appetite to have more millennials on boards.  It’s hard because there’s a gap in skill.","{'sadness': 0, 'surprise': 0, 'anger': 0.035, 'fear': 0.046, 'anticipation': 0.105, 'disgust': 0.214, 'joy': 0.285, 'trust': 0.355}","['different', 'It’s', 'there’s', 'we’re', 'recently']"
994,13IN,13IN_46,Q,What skill is missing?,"{'anger': 0, 'sadness': 0.035, 'disgust': 0.05500000000000001, 'fear': 0.058, 'joy': 0.078, 'trust': 0.109, 'anticipation': 0.261, 'surprise': 0.44399999999999995}","['missing?', 'What', 'is', 'skill']"
995,13IN,13IN_47,A,"Well, experience.  I’ll put experience.  And there’s a perception that someone may not have - there’s a link, a perception - whether you call it an unconscious bias, again - about experience and capability, which is where I think there’s been a gap, and why there’s probably not as many millennials going onto boards.","{'sadness': 0, 'anger': 0, 'surprise': 0.037, 'fear': 0.067, 'disgust': 0.079, 'joy': 0.22, 'anticipation': 0.283, 'trust': 0.356}","['is', 'which', 'there’s', 'there’s', 'there’s']"
996,13IN,13IN_48,Q,"I’ve interviewed a couple of people who would be entrepreneurs and start-ups, and there seems to be a view that maybe that capability might be a bounded way of thinking and being, and limiting.  That’s really challenged my preconceived ideas of diversity.  Even as a researcher, you think, ‘Right, these are the ideas garnered from the literature’ and whatever, and it was like I was being completely refreshed and reframed in these interviews.  How might you respond?  I don’t know, do you ever work with start-ups?","{'sadness': 0, 'anger': 0, 'surprise': 0.031, 'disgust': 0.035, 'fear': 0.051, 'joy': 0.174, 'trust': 0.354, 'anticipation': 0.395}","['start-ups?', 'respond?', 'would', 'are', 'maybe']"
997,13IN,13IN_49,A,Yep.,"{'sadness': 0, 'anger': 0, 'fear': 0, 'surprise': 0, 'disgust': 0, 'anticipation': 0.003, 'joy': 0.149, 'trust': 0.888}",['Yep.']
998,13IN,13IN_5,A,"Your Organisation has been in existence for 15 years, and so the network has been built up through many years of performing executive search assignments.  That gives the access to a pool of talent who are actively pursuing opportunities, board appointments or executive roles, because there are executives that perform executive roles as well as non-executive roles.  The pool of talent is made up of both non-exec and execs that can perform both roles.","{'sadness': 0, 'fear': 0, 'anger': 0.008, 'surprise': 0.016, 'disgust': 0.022, 'anticipation': 0.119, 'joy': 0.292, 'trust': 0.5850000000000001}","['opportunities,', 'well', 'execs', 'existence', 'as']"
999,13IN,13IN_50,Q,"How do they feel about this capability idea and experience?  I don’t want to put words in your mouth, but do they have a different view, perhaps, to your bigger organisation, more established organisation?","{'anger': 0.004, 'sadness': 0.048, 'joy': 0.064, 'fear': 0.089, 'anticipation': 0.134, 'trust': 0.134, 'disgust': 0.213, 'surprise': 0.568}","['organisation?', 'experience?', 'How', 'want', 'perhaps,']"
1000,13IN,13IN_51,A,"Yeah, start-ups are probably a unique example in some way because their needs might be more around investors and equity and funding, and so having big-name, experienced board members is actually more appealing.","{'sadness': 0, 'fear': 0, 'anticipation': 0.016, 'disgust': 0.017, 'anger': 0.027, 'surprise': 0.031, 'joy': 0.31, 'trust': 0.8528}","['appealing.', 'unique', 'Yeah,', 'big-name,', 'experienced']"
1001,13IN,13IN_52,Q,You would be [inaudible] 00:19:05 that's experience?,"{'sadness': 0, 'anger': 0, 'disgust': 0.013, 'trust': 0.039, 'joy': 0.042, 'fear': 0.084, 'anticipation': 0.39799999999999996, 'surprise': 0.464}","['experience?', 'would', '00:19:05', '[inaudible]', 'be']"
1002,13IN,13IN_53,A,"Yeah, so probably getting back to the notion of the organisational goals.  And also having more experience - grey hair, if you like - on the board in terms of guiding businesses going through this sort of growth.  High growth is where it’s about bringing governance and structure and process, and having more experience can sometimes be a good thing.  And I think there’s an appetite that more start-up businesses might have to have more of that type of experience.","{'sadness': 0, 'fear': 0, 'disgust': 0.005, 'surprise': 0.011, 'anticipation': 0.014, 'anger': 0.016, 'joy': 0.36, 'trust': 0.636}","['experience.', 'it’s', 'there’s', 'Yeah,', 'like']"
1003,13IN,13IN_54,A,"On the reverse, though, businesses that are larger and corporates that are going through really changing dynamics from a new market or they’ve been disrupted because of technology, it probably goes in reverse, and having less - the experienced, old ways of thinking is probably an inhibitor, and hence the reason why having a more diverse millennial-style individual in a business like that could be a good thing.","{'sadness': 0, 'surprise': 0.005, 'anger': 0.014, 'fear': 0.044, 'disgust': 0.126, 'anticipation': 0.202, 'joy': 0.28300000000000003, 'trust': 0.36700000000000005}","['because', 'though,', 'is', 'reverse,', 'reverse,']"
1004,13IN,13IN_55,Q,How would you explain that?  Say I’m the chair of a board who’s in that situation.  How would you explain to me that this 30-year-old person would be really good for us to have on the board?,"{'sadness': 0, 'anger': 0, 'disgust': 0.015, 'fear': 0.066, 'joy': 0.109, 'surprise': 0.192, 'trust': 0.20099999999999998, 'anticipation': 0.458}","['that?', 'board?', 'who’s', 'would', 'would']"
1005,13IN,13IN_56,A,"Well, again, coming back to the skills matrix, and coming back to the strategy, and coming back to the headwinds and what it looks like in 12 months or three years, if there’s argument to say that - if there’s a gap in that level of experience or thinking, then presenting that as an option, to review candidates that have that type of profile.  Assuming that they’ve got the commercial acumen and the financial acumen and they understand governance, et cetera.","{'sadness': 0, 'anger': 0, 'surprise': 0, 'fear': 0.011, 'disgust': 0.034, 'joy': 0.23800000000000002, 'anticipation': 0.281, 'trust': 0.476}","['there’s', 'there’s', 'Assuming', 'they’ve', 'strategy,']"
1006,13IN,13IN_57,A,"But I think presenting - I mean, our role is not to make the decision for organisations, but our role is to guide and coach and suggest.  And through analysis, we’re able to then provide options, and counsel an organisation as to, ‘Have you considered this type of individual’.  And then, ‘This might be an example of an organisation that’s done that and has had great benefit’.","{'sadness': 0, 'anger': 0, 'fear': 0, 'surprise': 0.01, 'disgust': 0.024, 'anticipation': 0.028, 'joy': 0.252, 'trust': 0.727}","['done', 'that’s', 'able', 'individual’.', '‘This']"
1007,13IN,13IN_58,Q,"Are these the case studies?  They’re from your business experience, is this the case studies that you were talking about?","{'anger': 0, 'sadness': 0.002, 'disgust': 0.052000000000000005, 'joy': 0.079, 'fear': 0.079, 'trust': 0.11499999999999999, 'anticipation': 0.312, 'surprise': 0.401}","['studies?', 'about?', 'Are', 'were', 'is']"
1008,13IN,13IN_59,A,"That’s right, yeah.","{'sadness': 0, 'anger': 0, 'fear': 0, 'surprise': 0, 'anticipation': 0.012, 'disgust': 0.015, 'joy': 0.137, 'trust': 0.8769999999999999}","['right,', 'yeah.', 'That’s']"
1009,13IN,13IN_6,Q,Some board members have exec experience and some don’t?,"{'sadness': 0, 'anger': 0, 'fear': 0.078, 'disgust': 0.161, 'surprise': 0.182, 'joy': 0.186, 'trust': 0.19, 'anticipation': 0.24500000000000002}","['don’t?', 'have', 'some', 'Some', 'and']"
1010,13IN,13IN_60,Q,So they’re Australian?  Because you’re an Australian business.,"{'anger': 0, 'sadness': 0.007, 'fear': 0.078, 'disgust': 0.088, 'trust': 0.11, 'joy': 0.144, 'anticipation': 0.22, 'surprise': 0.6612}","['Australian?', 'you’re', 'they’re', 'So', 'Because']"
1011,13IN,13IN_61,A,Correct.,"{'sadness': 0, 'anger': 0, 'fear': 0, 'surprise': 0, 'anticipation': 0.005, 'disgust': 0.011, 'joy': 0.138, 'trust': 0.8879999999999999}",['Correct.']
1012,13IN,13IN_62,Q,"They’re Australian, they’re situated in this culture, in this institutional environment, so they’re appropriate?","{'sadness': 0, 'anger': 0, 'surprise': 0, 'fear': 0.029, 'disgust': 0.055, 'anticipation': 0.101, 'joy': 0.159, 'trust': 1.1338000000000001}","['appropriate?', 'so', 'they’re', 'they’re', 'They’re']"
1013,13IN,13IN_63,A,Yes.,"{'sadness': 0, 'anger': 0, 'anticipation': 0, 'fear': 0, 'surprise': 0, 'disgust': 0.007, 'joy': 0.098, 'trust': 0.935}",['Yes.']
1014,13IN,13IN_64,Q,"Let’s say the board saw the logic of what you’re saying, the chair and the board, but they were concerned about lack of experience.  Would you facilitate or enable them by perhaps linking them with a coaching service?  Would you do something like that?  Is that the sort of - a way you would facilitate diversity of boards?  Do you know what I mean?","{'sadness': 0, 'anger': 0, 'disgust': 0.056, 'fear': 0.06, 'surprise': 0.094, 'joy': 0.139, 'trust': 0.32699999999999996, 'anticipation': 0.364}","['service?', 'mean?', 'that?', 'boards?', 'would']"
1015,13IN,13IN_65,A,"I do, yeah.","{'sadness': 0, 'anger': 0, 'anticipation': 0, 'fear': 0, 'surprise': 0, 'disgust': 0.011, 'joy': 0.105, 'trust': 0.925}","['yeah.', 'I', 'do,']"
1016,13IN,13IN_66,Q,"So the 30-year-old might get the job, but they’re on trainer wheels, they’ve got a mentor.","{'sadness': 0, 'anger': 0, 'fear': 0, 'surprise': 0, 'disgust': 0.002, 'anticipation': 0.314, 'trust': 0.352, 'joy': 0.373}","['they’ve', 'they’re', 'got', 'trainer', 'mentor.']"
1017,13IN,13IN_67,A,"I think there’s a role, yes, and there’s a role the chair plays.","{'sadness': 0, 'anger': 0, 'fear': 0, 'surprise': 0, 'disgust': 0.02, 'anticipation': 0.021, 'joy': 0.095, 'trust': 0.904}","['yes,', 'there’s', 'there’s', 'I', 'role,']"
1018,13IN,13IN_68,Q,The chair would do that?,"{'sadness': 0, 'anger': 0, 'disgust': 0.053, 'trust': 0.098, 'fear': 0.113, 'joy': 0.149, 'surprise': 0.16999999999999998, 'anticipation': 0.45899999999999996}","['that?', 'would', 'do', 'The', 'chair']"
1019,13IN,13IN_69,A,"Yeah, I think so.","{'sadness': 0, 'anger': 0, 'fear': 0, 'surprise': 0, 'disgust': 0.021, 'anticipation': 0.026, 'joy': 0.11000000000000001, 'trust': 0.884}","['Yeah,', 'I', 'so.', 'think']"
1020,13IN,13IN_7,A,"Correct.  That’s right.  And some go through an evolution of taking on non-executive roles - whilst in an executive role - as a pathway to becoming a professional non-exec director, once they get to that stage of their career where they no longer will be an exec.  I think the pool is joined.","{'sadness': 0, 'anger': 0, 'fear': 0, 'surprise': 0, 'disgust': 0, 'anticipation': 0.03, 'joy': 0.172, 'trust': 0.838}","['right.', 'Correct.', 'That’s', 'joined.', 'becoming']"
1021,13IN,13IN_70,Q,It’s not your organisation?,"{'sadness': 0, 'anger': 0, 'fear': 0, 'disgust': 0.035, 'surprise': 0.065, 'trust': 0.084, 'anticipation': 0.204, 'joy': 0.406}","['organisation?', 'not', 'your', 'It’s']"
1022,13IN,13IN_71,A,"It wouldn’t be our organisation.  You might suggest pairing them up with someone from the AICD, or having an external coach, or the role the chair or the rest of the board plays.  And I’m not suggesting that there’s a lack of millennials on boards here.  That’s not my point here.  I mean, it would be just one of the areas that perhaps there’s a lack of understanding.","{'anger': 0.026, 'anticipation': 0.053, 'joy': 0.06, 'fear': 0.062, 'trust': 0.08, 'sadness': 0.097, 'surprise': 0.19599999999999998, 'disgust': 0.46599999999999997}","['not', 'not', 'wouldn’t', 'lack', 'lack']"
1023,13IN,13IN_72,Q,"The kind of boards that are perhaps most diverse, we’ve got not-for-profits, for-profits.  By industry, you’ve said that the ASX 100 tend to be less diverse, is that right?","{'sadness': 0, 'surprise': 0.01, 'anger': 0.024, 'fear': 0.06, 'anticipation': 0.1, 'disgust': 0.163, 'joy': 0.293, 'trust': 0.39099999999999996}","['right?', 'are', 'is', 'not-for-profits,', 'said']"
1024,13IN,13IN_73,A,"I mean, there’s probably anecdotal evidence to suggest that.  We do know just under 30% of the top 100 ASX are female.","{'sadness': 0, 'anger': 0, 'surprise': 0, 'disgust': 0.02, 'fear': 0.036, 'joy': 0.121, 'trust': 0.34299999999999997, 'anticipation': 0.52}","['probably', 'there’s', 'anecdotal', 'are', 'mean,']"
1025,13IN,13IN_74,Q,"From a gender point of view, definitely.","{'sadness': 0, 'anger': 0, 'fear': 0, 'surprise': 0, 'anticipation': 0.026, 'disgust': 0.03, 'joy': 0.079, 'trust': 0.904}","['definitely.', 'gender', 'From', 'point', 'a']"
1026,13IN,13IN_75,A,"Yeah, and from an age and so forth.","{'sadness': 0, 'anger': 0, 'disgust': 0.006, 'surprise': 0.009, 'fear': 0.016, 'anticipation': 0.14300000000000002, 'joy': 0.33299999999999996, 'trust': 0.534}","['Yeah,', 'so', 'forth.', 'from', 'and']"
1027,13IN,13IN_76,Q,"But probably the other things too.  Do you think gender diversity is a bit like - one person did say that they saw gender diversity as a signal of other kinds of diversity.  It’s measurable, so you can measure gender diversity and you can put it into graphs and disclose it, report on it.  But if a board lacks gender diversity, they’re probably likely to lack the other kinds of diversity.  Do you agree with that?","{'sadness': 0, 'anger': 0, 'surprise': 0, 'fear': 0.025, 'disgust': 0.052, 'joy': 0.141, 'anticipation': 0.152, 'trust': 0.6699999999999999}","['did', 'can', 'can', 'that?', 'if']"
1028,13IN,13IN_77,A,"It’s a good question, and I don’t have the data to make that total assumption on that.  But I would suggest that’s a pretty reasonable assumption.","{'sadness': 0, 'anticipation': 0, 'fear': 0, 'disgust': 0, 'anger': 0.009, 'joy': 0.18, 'surprise': 0.18, 'trust': 0.671}","['good', 'pretty', 'reasonable', 'that’s', 'that.']"
1029,13IN,13IN_78,Q,A rule of thumb?,"{'sadness': 0.017, 'anger': 0.026, 'surprise': 0.108, 'disgust': 0.122, 'fear': 0.123, 'joy': 0.173, 'anticipation': 0.213, 'trust': 0.258}","['thumb?', 'of', 'rule', 'A']"
1030,13IN,13IN_79,A,"Yeah, I think so.  And the notion of gender diversity is one that is - diversity’s an interesting whole conversation.  And organisations, whether at the exec level or the board level - because I do think it feeds down into an organisation if a board has the view that we’d be - we’ll become more diverse.  And it’s hard to tackle everything in one go, and organisations, at all levels, have probably found tackling gender is just the starting point.  And then it feeds down into some of the other areas.","{'sadness': 0, 'anger': 0, 'fear': 0, 'surprise': 0, 'disgust': 0.016, 'anticipation': 0.094, 'joy': 0.188, 'trust': 0.742}","['it’s', 'Yeah,', 'diversity’s', 'so.', 'we’d']"
1031,13IN,13IN_8,Q,And how do you develop diversity in this pool?  Or the diversity of this pool?  Or do you?,"{'anger': 0.005, 'sadness': 0.026, 'disgust': 0.061000000000000006, 'fear': 0.072, 'joy': 0.089, 'trust': 0.112, 'anticipation': 0.258, 'surprise': 0.41800000000000004}","['you?', 'how', 'pool?', 'pool?', 'Or']"
1032,13IN,13IN_80,A,"Because it’s just hard overnight to address every group from a diversity perspective and make change across the board.  And I think organisations that I’ve seen perhaps tackle gender as the first one, and then will start to let that flow down.","{'sadness': 0, 'anger': 0, 'surprise': 0, 'fear': 0.003, 'disgust': 0.007, 'joy': 0.271, 'anticipation': 0.29800000000000004, 'trust': 0.461}","['it’s', 'I’ve', 'Because', 'just', 'then']"
1033,13IN,13IN_81,Q,"Why is it easier, the gender one, do you think?","{'anger': 0, 'sadness': 0.005, 'fear': 0.058, 'joy': 0.094, 'trust': 0.102, 'disgust': 0.132, 'anticipation': 0.2, 'surprise': 0.45}","['Why', 'think?', 'is', 'do', 'gender']"
1034,13IN,13IN_82,A,"I don’t know if it’s easier, actually.  Because if I actually think about it, there’s this issueof - in certain industries - a lack of great female executives.  Just they’ve chosen for being a mother, or career as not being their priority for a period of time.  It’s harder and there’s just less of them.  I don’t think there’s an easy on that one either.","{'anger': 0.004, 'joy': 0.038, 'fear': 0.066, 'sadness': 0.078, 'trust': 0.078, 'anticipation': 0.122, 'disgust': 0.312, 'surprise': 0.344}","['either.', 'not', 'or', 'if', 'if']"
1035,13IN,13IN_83,Q,"But it’s clearer, you can measure it, is that the point?","{'sadness': 0, 'anger': 0, 'disgust': 0, 'fear': 0.002, 'joy': 0.138, 'surprise': 0.156, 'anticipation': 0.234, 'trust': 0.511}","['point?', 'can', 'clearer,', 'is', 'it’s']"
1036,13IN,13IN_84,A,"Yeah, I think so.","{'sadness': 0, 'anger': 0, 'fear': 0, 'surprise': 0, 'disgust': 0.021, 'anticipation': 0.026, 'joy': 0.11000000000000001, 'trust': 0.884}","['Yeah,', 'I', 'so.', 'think']"
1037,13IN,13IN_85,Q,"And manage it, therefore.  Now, how important - I’ve got - 10 is extremely important.  Board diversity’s extremely important, 10, or not important at all, 1.  Where would you rate it?","{'sadness': 0, 'anger': 0, 'fear': 0, 'surprise': 0, 'disgust': 0.007, 'joy': 0.195, 'anticipation': 0.29300000000000004, 'trust': 0.546}","['it?', 'important.', 'would', 'important,', 'how']"
1038,13IN,13IN_86,A,Ten.,"{'fear': 0.013, 'anger': 0.028, 'surprise': 0.038, 'sadness': 0.043, 'disgust': 0.056, 'trust': 0.064, 'joy': 0.221, 'anticipation': 0.577}",['Ten.']
1039,13IN,13IN_87,Q,"And do you think it’s always been important?  Has it always been important to Australian boards?  And perhaps if I move to the next point which is, if you feel it hasn’t, what has led to the change?  The change of view that diversity is really important, extremely important to boards?  What’s led to that change?","{'sadness': 0, 'anger': 0, 'disgust': 0.013, 'fear': 0.038, 'joy': 0.11, 'trust': 0.201, 'surprise': 0.304, 'anticipation': 0.6713}","['important?', 'What’s', 'change?', 'change?', 'boards?']"
1040,13IN,13IN_88,A,I think that organisations have become - they’re waking up to the fact that a more diverse board has economic impact.,"{'sadness': 0, 'anger': 0, 'fear': 0, 'surprise': 0, 'disgust': 0.011, 'joy': 0.307, 'trust': 0.319, 'anticipation': 0.404}","['they’re', 'become', 'waking', 'that', 'that']"
1041,13IN,13IN_89,Q,Can you give me an example of how they - what’s woken people up?,"{'sadness': 0, 'anger': 0, 'disgust': 0.035, 'trust': 0.04, 'fear': 0.067, 'joy': 0.107, 'anticipation': 0.37, 'surprise': 0.42200000000000004}","['what’s', 'up?', 'how', 'Can', 'give']"
1042,13IN,13IN_9,A,"That’s a really interesting question.  And in terms of developing diversity, if we just go back a step and we define it by other things than just gender - when we talk about age and demographics, and we talk about ethnicity, religious beliefs and a whole range of other factors - I think naturally there is just this - a great pool of individuals that have been built up that sit within a number of those different buckets.  Though, through our beliefs that a more diverse board has a greater economic impact, we actively play a role in sourcing and attracting individuals that may come from more diverse backgrounds.","{'sadness': 0, 'fear': 0, 'surprise': 0, 'anger': 0.029, 'disgust': 0.05, 'anticipation': 0.08399999999999999, 'joy': 0.307, 'trust': 0.5710000000000001}","['That’s', 'diversity,', 'ethnicity,', 'naturally', 'is']"
1043,13IN,13IN_90,A,"I just think that organisations have realised that with changing economies, and with changing technology, and with changing societal views, with the internationalisation, globalisation, organisations are waking up that if you don’t have a diverse board, you don’t have diverse thinking,  you don’t have diverse perspectives, you don’t have diverse views, and you become very single-minded.","{'anger': 0, 'surprise': 0.005, 'sadness': 0.02, 'fear': 0.026, 'joy': 0.133, 'disgust': 0.193, 'anticipation': 0.207, 'trust': 0.45599999999999996}","['internationalisation,', 'globalisation,', 'changing', 'changing', 'changing']"
1044,13IN,13IN_91,A,"And things change very quickly, so having that level of thinking and diversity in different views from different individuals - be it ethnicity, or whether it be gender, or whether it be age - allows for much better decision-making, for much better agility, for much greater way of - for just different thinking.","{'sadness': 0, 'fear': 0, 'surprise': 0.006, 'disgust': 0.027, 'anger': 0.033, 'anticipation': 0.035, 'joy': 0.23900000000000002, 'trust': 0.701}","['better', 'better', 'decision-making,', 'ethnicity,', 'different']"
1045,13IN,13IN_92,Q,"And that’s cognitive diversity, that’s what people mean?","{'anger': 0.003, 'sadness': 0.015, 'fear': 0.059, 'disgust': 0.068, 'trust': 0.159, 'joy': 0.171, 'anticipation': 0.241, 'surprise': 0.326}","['mean?', 'what', 'that’s', 'that’s', 'And']"
1046,13IN,13IN_93,A,Correct.,"{'sadness': 0, 'anger': 0, 'fear': 0, 'surprise': 0, 'anticipation': 0.005, 'disgust': 0.011, 'joy': 0.138, 'trust': 0.8879999999999999}",['Correct.']
1047,13IN,13IN_94,Q,What you’re looking for is really that improved problem-solving?,"{'sadness': 0, 'anger': 0, 'fear': 0, 'disgust': 0, 'joy': 0.06, 'trust': 0.098, 'surprise': 0.40900000000000003, 'anticipation': 0.8284000000000001}","['problem-solving?', 'What', 'is', 'really', 'you’re']"
1048,13IN,13IN_95,A,Correct.,"{'sadness': 0, 'anger': 0, 'fear': 0, 'surprise': 0, 'anticipation': 0.005, 'disgust': 0.011, 'joy': 0.138, 'trust': 0.8879999999999999}",['Correct.']
1049,13IN,13IN_96,Q,And so cognitive diversity is really about enabling that.,"{'sadness': 0, 'anger': 0, 'fear': 0, 'disgust': 0, 'surprise': 0.007, 'joy': 0.19, 'anticipation': 0.234, 'trust': 0.6100000000000001}","['so', 'that.', 'is', 'And', 'enabling']"
1050,13IN,13IN_97,A,"Yes, correct.","{'sadness': 0, 'anger': 0, 'fear': 0, 'surprise': 0, 'disgust': 0.007, 'anticipation': 0.012, 'joy': 0.113, 'trust': 0.9079999999999999}","['correct.', 'Yes,']"
1051,13IN,13IN_98,Q,So this is the basis that you’re moving on?,"{'sadness': 0, 'anger': 0, 'disgust': 0.024, 'fear': 0.063, 'joy': 0.147, 'trust': 0.188, 'surprise': 0.248, 'anticipation': 0.371}","['on?', 'is', 'So', 'you’re', 'that']"
1052,13IN,13IN_99,A,"The outcome is the economics, but the basis is the diversity of thinkingand the notion of cognitive decision-making.","{'sadness': 0, 'fear': 0, 'surprise': 0, 'anger': 0.002, 'anticipation': 0.029, 'disgust': 0.034, 'joy': 0.185, 'trust': 0.79}","['decision-making.', 'thinkingand', 'economics,', 'outcome', 'but']"
1053,14IN,14IN_1,Q,"Good, so yes, you’re an engineer and you’re being influential or seeking to encourage women into engineering, is that correct; this is what I’ve heard, in order to get them through, or why are you doing this?","{'sadness': 0, 'anticipation': 0, 'fear': 0, 'disgust': 0, 'anger': 0.004, 'surprise': 0.096, 'joy': 0.246, 'trust': 0.6930000000000001}","['Good,', 'correct;', 'yes,', 'influential', 'you’re']"
1054,14IN,14IN_10,Q,"Oh, that might have been it because I couldn’t find you as an author so I’m sorry I tried to-","{'joy': 0, 'fear': 0.013, 'anger': 0.019, 'anticipation': 0.028, 'trust': 0.031, 'surprise': 0.142, 'disgust': 0.192, 'sadness': 1.1088}","['sorry', 'couldn’t', 'might', 'Oh,', 'to-']"
