,Unnamed: 0,doc_id,para_id,sentence_id,author,sentence,sadness,anger,anticipation,fear,surprise,disgust,joy,trust
5121,5121,19D,19D_106,19D_106_sent3,A, And I really think that diversity brings that into an organisation,0,0,1,0,0,1,1,1
5122,5122,19D,19D_106,19D_106_sent4,A, And it’s critical,0,1,1,0,0,0,1,1
5123,5123,19D,19D_106,19D_106_sent5,A, You can’t sit on a - an IT company’s a good example,1,1,1,1,1,1,1,1
5124,5124,19D,19D_106,19D_106_sent6,A, You can’t have a group of accountants sitting on the board of an IT company because it won’t work,1,1,1,1,1,1,1,1
5125,5125,19D,19D_106,19D_106_sent7,A, They all understand the finances but not the [unclear] 00:29:50,1,0,1,1,1,1,1,1
5126,5126,19D,19D_107,19D_107_sent0,Q,Yeah,0,0,0,0,0,0,1,1
5127,5127,19D,19D_107,19D_107_sent1,Q," But if they didn’t have a person with financial understanding, they wouldn’t be able to be effective either",1,1,1,1,1,1,1,1
5128,5128,19D,19D_107,19D_107_sent2,Q," Is that - you see legal and accounting as being essential for everything, for all boards?",0,1,1,0,0,1,1,1
5129,5129,19D,19D_108,19D_108_sent0,A,And you’re right,0,0,0,0,0,1,1,1
5130,5130,19D,19D_108,19D_108_sent1,A," If you’ve only got one person that understands the accounts, and I have been in this situation too, the management or the solvency of an organisation is the responsibility of every board member",0,0,1,1,0,1,1,1
5131,5131,19D,19D_108,19D_108_sent2,A," You can’t delegate that responsibility by going, “Oh, yeah, there’s an accountant that sits over there",1,0,1,0,0,1,1,1
5132,5132,19D,19D_108,19D_108_sent3,A, So she looks after that,0,0,1,1,1,0,1,1
5133,5133,19D,19D_108,19D_108_sent4,A,"” Everybody has to contribute to understanding that, and knowing what’s happening in that organisation",0,0,1,0,0,0,1,1
5134,5134,19D,19D_109,19D_109_sent0,Q,Good,0,1,0,0,1,0,1,1
5135,5135,19D,19D_109,19D_109_sent1,Q," Do you think a particular kind of diversity might matter more than others, like is it important to have skills diversity? That’s more important in gender diversity? Or something like that? Are there particular kinds of diversity that matter more than others?",0,1,1,1,1,1,1,1
5136,5136,19D,19D_11,19D_11_sent0,Q,"It’s always hard to, sorry?",1,1,1,1,1,1,0,1
5137,5137,19D,19D_110,19D_110_sent0,A,"Look, I think you have to have [unclear] 00:31:11 and skills-based",0,0,1,1,0,1,1,1
5138,5138,19D,19D_110,19D_110_sent1,A, You have to have the right skills around the table,0,0,1,0,1,1,1,1
5139,5139,19D,19D_110,19D_110_sent2,A," But then, as part of that, diversity is reality important as well when developing those skills",0,0,1,0,0,1,1,1
5140,5140,19D,19D_110,19D_110_sent3,A," Because if you have some - a group of people that have all exactly the same skills, you get into that groupthink",0,1,1,0,1,1,1,1
5141,5141,19D,19D_110,19D_110_sent4,A," And that’s something that I think is a tragedy for boards because, if no one’s challenging [unclear] 00:31:40 no one’s asking the right questions, no one’s thinking differently, you end up in all sorts of trouble",1,1,1,1,1,1,1,1
5142,5142,19D,19D_111,19D_111_sent0,Q,"Can you talk a little more about groupthink for me, and an example perhaps of where it’s been a problem, just so we can understand how it works? It’s good",0,0,1,0,1,1,1,1
5143,5143,19D,19D_112,19D_112_sent0,A,"Well, I’m just thinking of one particular board, and there are a number of people that sit around the table, and there was a particular issue [unclear] 00:32:12 that was challenging that people didn’t necessarily understand",0,0,1,1,1,1,1,1
5144,5144,19D,19D_112,19D_112_sent1,A," And everyone - nobody wanted to be the voice that went, “I don’t understand this",1,1,1,0,1,1,1,1
5145,5145,19D,19D_112,19D_112_sent2,A,"” And they all sit there and they nodded, and went, “Okay, okay",0,0,1,0,0,1,1,1
5146,5146,19D,19D_112,19D_112_sent3,A,"” And then when we all got out of the meeting, people would go, “I really no idea what was going on",0,0,1,0,1,1,1,1
5147,5147,19D,19D_112,19D_112_sent4,A,"” And you’d sort of go, “Well, why didn’t you speak up? Why didn’t you ask the dumb question and go, ‘Seriously, I don’t know what you’re talking about",1,1,0,0,1,1,0,1
5148,5148,19D,19D_112,19D_112_sent5,A, I don’t think this is a good idea’?”,1,1,1,1,1,1,1,1
5149,5149,19D,19D_113,19D_113_sent0,A,"And because nobody did, and [unclear] 00:32:48 organisation, which nobody actually agreed with",1,1,1,1,1,1,1,1
5150,5150,19D,19D_113,19D_113_sent1,A, And they didn’t want to go in that direction,1,1,1,1,1,1,1,1
5151,5151,19D,19D_113,19D_113_sent2,A," But because nobody had had the courage to sit up and say, “I don’t understand the reason why we’re doing it,” it got through",1,1,1,1,1,1,1,1
5152,5152,19D,19D_113,19D_113_sent3,A, It was proved,0,0,1,0,0,0,1,1
5153,5153,19D,19D_114,19D_114_sent0,Q,Wow,0,0,1,0,1,0,1,0
5154,5154,19D,19D_114,19D_114_sent1,Q, Okay,0,0,0,0,0,0,1,1
5155,5155,19D,19D_115,19D_115_sent0,A,Yeah,0,0,0,0,0,0,1,1
5156,5156,19D,19D_115,19D_115_sent1,A," And I found that really interesting, because I sat there and I - that particular group of people, I was secretary, so I was the observer",0,1,1,0,1,1,1,1
5157,5157,19D,19D_115,19D_115_sent2,A," And I could see that everybody had these problems, and nobody wanted to say",1,1,0,1,0,1,0,0
5158,5158,19D,19D_115,19D_115_sent3,A," And as the observer, you can’t sort of butt in and go, “Surely someone’s got a question",1,1,1,0,1,1,1,1
5159,5159,19D,19D_115,19D_115_sent4,A,”,1,0,1,0,1,1,1,1
5160,5160,19D,19D_116,19D_116_sent0,Q,"So, now, that’s really interesting",0,0,0,0,1,1,1,1
5161,5161,19D,19D_116,19D_116_sent1,Q," Do you think the chair has a role to see that, and to try and manage groupthink? How can it be managed?",0,0,1,1,1,1,1,1
5162,5162,19D,19D_117,19D_117_sent0,A,"Well, this is an interesting - it’s a problem too because if the chair’s out of the groupthink, they’re outside and seeing what’s happening, and I suppose one of the challenges - I don’t know if I’d even call it a challenge",0,0,1,1,1,1,1,1
5163,5163,19D,19D_117,19D_117_sent1,A," But one of the things I do when I go to board meetings is I do challenge things a lot, and I do - even sometimes, I think, “Well, that’s a really dumb question",1,1,0,0,1,1,0,1
5164,5164,19D,19D_117,19D_117_sent2,A,” But I’m going to ask it anyway because I don’t know if everybody else around this table understands it,1,1,1,1,1,1,1,1
5165,5165,19D,19D_117,19D_117_sent3,A," And, you know, there’s been - I was thinking about another really interesting issue that I had recently in an organisation, and it was too hard for the [CA] 00:34:29 to deal with, so we put it on the table at the board, and I was chair at the time",0,0,1,1,1,1,1,1
5166,5166,19D,19D_118,19D_118_sent0,A,"And I said, “Well,” - nobody else knew what to do",1,0,1,1,1,1,1,0
5167,5167,19D,19D_118,19D_118_sent1,A, “My view is that you have to take some very serious action about this matter,0,0,1,0,1,0,1,1
5168,5168,19D,19D_118,19D_118_sent2,A," We cannot, as a board, allow this to go unaddressed",1,1,1,0,1,1,1,1
5169,5169,19D,19D_118,19D_118_sent3,A,” It was an HR issue,1,1,1,1,1,1,1,1
5170,5170,19D,19D_118,19D_118_sent4,A, “We have to be seen to be taking a positive action here because this involves people that give us money,0,0,1,0,0,0,1,1
5171,5171,19D,19D_118,19D_118_sent5,A," From a risk management perspective, if it was front page of the Canberra Times, who’s going to give us money anymore because this thing has happened?” And everyone was quite horrified that I took such a strong approach to the issue",1,1,1,1,1,1,0,0
5172,5172,19D,19D_118,19D_118_sent6,A," But I really believed that for the fundamental good of the organisation, you had to - there was a lot of hurt, short-term hurt that belonged to [overtalk] 00:35:23",1,1,1,0,0,1,1,1
5173,5173,19D,19D_119,19D_119_sent0,A,And I see a lot of people who aren’t prepared to do that,1,0,1,1,0,1,1,1
5174,5174,19D,19D_119,19D_119_sent1,A," They don’t want to go, they don’t want to be thinking differently to other people",1,1,1,0,1,1,1,1
5175,5175,19D,19D_119,19D_119_sent2,A," And, again, it comes back to that if you recruit the same people that you’re friends with, it’s hard to have a challenging conversation, and get people to think differently",1,1,1,1,1,1,1,1
5176,5176,19D,19D_119,19D_119_sent3,A," And you see it a lot, you know, “I’m mates with this person, this person, and this person",0,1,1,0,0,1,1,1
5177,5177,19D,19D_119,19D_119_sent4,A, I think they’d be really good for our board,0,0,1,0,1,0,1,1
5178,5178,19D,19D_119,19D_119_sent5,A," I know that my good friend, Margot, would like to come and do this too",0,0,1,0,0,0,1,1
5179,5179,19D,19D_119,19D_119_sent6,A,” And you end up with a whole range of similar people with similar thoughts and similar [unclear] 00:36:02 similar background that don’t challenge the thinking that’s happening on the board,0,0,1,1,1,1,1,1
5180,5180,19D,19D_119,19D_119_sent7,A, And that’s why diversity is so important,0,1,1,1,0,1,1,1
5181,5181,19D,19D_12,19D_12_sent0,A,It’s hard to build diversity on boards,1,1,0,1,0,1,1,1
5182,5182,19D,19D_120,19D_120_sent0,Q,Yeah,0,0,0,0,0,0,1,1
5183,5183,19D,19D_120,19D_120_sent1,Q," Look, this is so interesting because, see, [Participant], I’ve had a couple of people talk from boards, and they’re passionate about conflict",0,0,0,0,1,1,1,1
5184,5184,19D,19D_120,19D_120_sent2,Q," They think conflicting views are fabulous, and they think it’s a problem if the board doesn’t express conflicting views",1,1,1,1,0,1,1,1
5185,5185,19D,19D_120,19D_120_sent3,Q, And so they made me sit back because they actually seemed to really believe it and live by that mantra,0,1,1,0,1,1,1,1
5186,5186,19D,19D_120,19D_120_sent4,Q, Would you join them in that? Is that the sort of picture you have? Or is it a bit -,1,0,1,1,1,1,1,1
5187,5187,19D,19D_121,19D_121_sent0,A,I would [unclear] 00:36:46 and I’ve sat on some boards with [unclear] 00:36:49,0,0,1,1,1,1,1,1
5188,5188,19D,19D_122,19D_122_sent0,Q,"Oh, hold on",1,0,1,1,1,0,1,1
5189,5189,19D,19D_123,19D_123_sent0,A,[Unclear] 00:36:53,0,0,1,1,1,1,1,1
5190,5190,19D,19D_124,19D_124_sent0,Q,It’s frozen,1,1,1,1,1,1,1,1
5191,5191,19D,19D_124,19D_124_sent1,Q, It’s freezing,1,1,1,1,1,1,1,1
5192,5192,19D,19D_124,19D_124_sent2,Q, I’m not sure,1,1,1,1,1,1,1,1
5193,5193,19D,19D_124,19D_124_sent3,Q, Maybe it’s right now,0,0,1,1,1,0,1,1
5194,5194,19D,19D_124,19D_124_sent4,Q," Like, I’m losing you",1,0,0,1,1,1,0,1
5195,5195,19D,19D_124,19D_124_sent5,Q, It’s good now,0,0,0,0,1,0,1,1
5196,5196,19D,19D_125,19D_125_sent0,A,"Yeah, so I’ve sat on some boards where conflict has been absolutely [dysfunctional] 00:37:10, and it’s been - they’ve been a complete disaster",1,1,1,1,1,1,0,0
5197,5197,19D,19D_125,19D_125_sent1,A, And I definitely would say I don’t think conflict is necessarily a good thing,1,1,1,1,1,1,1,1
5198,5198,19D,19D_125,19D_125_sent2,A, But then there’s that balance,0,0,1,1,0,0,1,1
5199,5199,19D,19D_125,19D_125_sent3,A," I don’t think groupthink’s a good thing either when you’ve everybody in the room who thinks the same, has the same background, has the same skill, knowledge, and experience, and they all agree",0,1,0,0,0,1,1,1
5200,5200,19D,19D_125,19D_125_sent4,A," So there’s that fine line to walk, and I think my view is rather than being in conflict with other people, and I have seen people that believe that, that you’ve got to have everyone [fighting] 00:37:42 to get the best out of them",0,1,0,0,0,1,1,1
5201,5201,19D,19D_125,19D_125_sent5,A, I don’t agree with that,1,1,1,1,1,1,1,1
5202,5202,19D,19D_126,19D_126_sent0,A,But you do have to have courage,0,0,1,0,1,1,1,1
5203,5203,19D,19D_126,19D_126_sent1,A," And you do have to be able to ask hard questions, and put the time into reading your board papers, to understand the issues that are coming forward, and to be able to say, “I don’t really get this",1,0,1,1,1,1,1,1
5204,5204,19D,19D_126,19D_126_sent2,A," Can you explain it to me?” Even if you have a conversation separate with the chair, or separate with the CEO, and say, “I don’t understand this but I want to make sure I make the right decision as a board member",0,0,1,1,1,1,1,1
5205,5205,19D,19D_126,19D_126_sent3,A," Can you explain it to me?” And to challenge other board members to say, “Did you understand that? Can you explain it to me? Because I don’t get it or I don’t know what to do or I don’t know what to say",1,1,1,1,1,1,1,1
5206,5206,19D,19D_126,19D_126_sent4,A,”,1,0,1,0,1,1,1,1
5207,5207,19D,19D_127,19D_127_sent0,A,"And I think you’ve got to have - if you’ve got 15 people on your board, that becomes more difficult",1,0,1,1,1,1,1,1
5208,5208,19D,19D_127,19D_127_sent1,A," And you’ve got to have the courage to go, “I don’t get that",1,0,1,0,1,1,1,1
5209,5209,19D,19D_127,19D_127_sent2,A, I don’t understand why we’re going to do this,1,1,1,1,1,1,1,1
5210,5210,19D,19D_127,19D_127_sent3,A," Can someone explain it to me?” But, in my mind, that’s not conflict",0,0,1,1,1,1,1,1
5211,5211,19D,19D_128,19D_128_sent0,Q,"No, that’s a different way",1,1,1,1,1,1,1,1
5212,5212,19D,19D_129,19D_129_sent0,A,Yeah,0,0,0,0,0,0,1,1
5213,5213,19D,19D_13,19D_13_sent0,Q,"Oh, build, yeah",0,1,1,0,1,1,1,1
5214,5214,19D,19D_130,19D_130_sent0,Q,"They were talking more - as you were saying before, characterising it - devil’s advocate",1,1,1,0,1,1,1,1
5215,5215,19D,19D_130,19D_130_sent1,Q, Definitely playing the devil’s advocate,0,1,0,1,0,0,1,1
5216,5216,19D,19D_130,19D_130_sent2,Q, So bringing in different points of view,1,0,1,1,1,1,1,1
5217,5217,19D,19D_130,19D_130_sent3,Q," But they referred to that as conflict, like conflicting points of view",1,1,1,1,1,1,1,1
5218,5218,19D,19D_130,19D_130_sent4,Q, Probably not agro,1,1,1,1,1,1,1,1
5219,5219,19D,19D_130,19D_130_sent5,Q, That wasn’t what they were -,1,1,1,1,1,1,1,1
5220,5220,19D,19D_131,19D_131_sent0,A,[Overtalk] 00:39:08 that doesn’t work,1,1,0,1,1,1,1,0
5221,5221,19D,19D_132,19D_132_sent0,Q,Yeah,0,0,0,0,0,0,1,1
5222,5222,19D,19D_132,19D_132_sent1,Q, And so culture of the board’s really important,0,1,1,0,0,1,1,1
5223,5223,19D,19D_133,19D_133_sent0,A,Yes,0,0,0,0,0,1,1,1
5224,5224,19D,19D_134,19D_134_sent0,Q,"And they mentioned courage - courage to speak your own voice, and put your case, that was really important",0,0,1,0,1,1,1,1
5225,5225,19D,19D_134,19D_134_sent1,Q," But, you see, I think I’m hearing with you the culture of the board is really important for people to feel that they can express vulnerability",0,0,1,0,0,1,1,1
5226,5226,19D,19D_134,19D_134_sent2,Q," “Look, I don’t understand that",1,1,1,1,1,1,1,1
5227,5227,19D,19D_134,19D_134_sent3,Q," Can you explain?” So can we talk a little bit about the culture of the board, that really helps to make the most of diversity decision-making?",0,1,1,0,1,1,1,1
5228,5228,19D,19D_135,19D_135_sent0,A,"[Overtalk] 00:39:48 a chair will [never provide unclear] 00:39:51 opportunity to speak, ask a question, “No, I don’t understand,” or even have a dissenting view",1,1,1,1,1,1,1,1
5229,5229,19D,19D_135,19D_135_sent1,A," So [as] 00:39:59 chair, I was pretty cool in making sure that everybody has the opportunity, particularly things that are not easy, are complex, that there’s a decision involved that the board has to make that has risk involved, and understanding the nature of that risk",0,1,1,0,1,1,1,1
5230,5230,19D,19D_135,19D_135_sent2,A," Like what will go wrong if we do this? What will go right? What’s the - in everything that a board does, in all the decisions that it makes, how does that risk upon risk upon risk build? And when comes the point that the organisation can’t take any more? Well, what’s risk tolerance, I suppose is where I’m coming out",1,0,1,1,1,1,1,1
5231,5231,19D,19D_135,19D_135_sent3,A, And board members need to make sure they understand that,0,0,1,0,0,0,1,1
5232,5232,19D,19D_136,19D_136_sent0,Q,"And would they need to agree, like all have, “Right, this is how” -",0,0,1,0,0,1,1,1
5233,5233,19D,19D_137,19D_137_sent0,A,"Well, it’s fabulously if everyone can agree",0,1,1,0,1,0,1,1
5234,5234,19D,19D_137,19D_137_sent1,A," But I think, at times, the majority - it has to be majority",0,0,1,1,0,1,1,1
5235,5235,19D,19D_137,19D_137_sent2,A," And you’ve got that written in your constitution about if you don’t agree, how you address that, you know, do have a vote of show of hands? Do you have a secret ballot? Whatever that is",0,0,1,1,1,1,1,1
5236,5236,19D,19D_137,19D_137_sent3,A, And that’s critical as well,0,0,1,0,0,1,1,1
5237,5237,19D,19D_137,19D_137_sent4,A," You’ve got to have that mechanism to be able to resolve things that you don’t agree on, because you’re not always going to agree",1,1,1,0,1,1,1,1
5238,5238,19D,19D_138,19D_138_sent0,Q,Okay,0,0,0,0,0,0,1,1
5239,5239,19D,19D_138,19D_138_sent1,Q, So this instrument may well be very important for managing diversity on the board,0,0,1,0,0,0,1,1
5240,5240,19D,19D_139,19D_139_sent0,A,"Oh, absolutely",0,1,1,0,1,0,1,1
5241,5241,19D,19D_14,19D_14_sent0,A,"It’s been one of our biggest challenges, particularly when I was at the universities",1,0,1,0,1,1,1,1
5242,5242,19D,19D_14,19D_14_sent1,A," And not so much in regard to a gender balance, but more a, I suppose, cultural balance on boards",0,0,1,1,1,1,1,1
5243,5243,19D,19D_14,19D_14_sent2,A," And ACT Government put in place some very strong requirements for boards, so ACT Government bodies to generate that diversity",0,0,1,0,0,1,1,1
5244,5244,19D,19D_14,19D_14_sent3,A, And whereas we’ve got diverse people who added - sometimes their insights were absolutely brilliant,0,1,0,0,1,1,1,1
5245,5245,19D,19D_14,19D_14_sent4,A, I can think of a couple of instances,1,0,1,1,1,1,1,1
5246,5246,19D,19D_14,19D_14_sent5,A, But it’s generating that ongoing - so they lacked the experience to be real contributors to the board,1,1,1,1,1,1,1,1
5247,5247,19D,19D_14,19D_14_sent6,A," But when they could contribute, their contributions were absolutely fantastic",0,1,0,0,1,1,1,1
5248,5248,19D,19D_140,19D_140_sent0,Q,"Yeah, I don’t have - is that a highly confidential document?",0,1,1,1,1,1,1,1
5249,5249,19D,19D_141,19D_141_sent0,A,A constitution?,0,0,1,1,1,1,1,1
5250,5250,19D,19D_142,19D_142_sent0,Q,"Yeah, is it -",0,0,1,1,1,1,1,1
5251,5251,19D,19D_143,19D_143_sent0,A,"Yeah, no, most - all charities have to publish them on the Australian Charities and Not-for-profits Commission website",1,1,1,0,1,1,1,1
5252,5252,19D,19D_144,19D_144_sent0,Q,Australian Charities - Charities and -,1,1,1,0,1,1,1,1
5253,5253,19D,19D_145,19D_145_sent0,A,Not-for-profit and - ACNC,1,1,1,1,1,1,1,1
5254,5254,19D,19D_145,19D_145_sent1,A," Australian Charities and Not-for-profit Commission, yeah",1,1,1,0,0,1,1,1
5255,5255,19D,19D_146,19D_146_sent0,Q,"Yeah, Committee?",0,0,1,1,1,1,1,1
5256,5256,19D,19D_147,19D_147_sent0,A,Commission,1,1,1,1,1,1,1,1
5257,5257,19D,19D_147,19D_147_sent1,A, [Unclear] 00:41:58,0,0,1,1,1,1,1,1
5258,5258,19D,19D_148,19D_148_sent0,Q,Okay,0,0,0,0,0,0,1,1
5259,5259,19D,19D_149,19D_149_sent0,A,So they’re all on that website if you’re a charity,0,0,1,1,1,1,1,1
5260,5260,19D,19D_149,19D_149_sent1,A," In regards to private organisations, I don’t think they do have to publish them, but they can choose to",1,0,1,1,1,1,1,1
5261,5261,19D,19D_149,19D_149_sent2,A," Many do, especially [legal] 00:42:15 based organisations",1,0,1,1,1,1,1,1
5262,5262,19D,19D_15,19D_15_sent0,A,And I’m just thinking about a really good issue that was a really good highlight when I was at the university,0,1,0,0,1,0,1,1
5263,5263,19D,19D_15,19D_15_sent1,A," We had a post-graduate student, because there were requirements that some of the students - two students and two - a professional staff member and an academic staff member had to sit on our university council",0,0,1,0,0,0,1,1
5264,5264,19D,19D_15,19D_15_sent2,A," And one day, some questions came up around students and student engagement",1,1,1,1,1,1,1,1
5265,5265,19D,19D_15,19D_15_sent3,A," And the post-graduate student sort of just sat up and went, “From my perspective as an international student,” and it was wonderful to have someone to have that different view of what the other 15 people sitting around the table who, quite frankly, were older –",0,1,1,0,1,1,1,1
5266,5266,19D,19D_150,19D_150_sent0,Q,Yep,0,0,1,0,0,0,1,1
5267,5267,19D,19D_150,19D_150_sent1,Q, And so that’ll have some ideas about how the strategies that they have to resolve conflict?,0,0,1,1,1,1,1,1
5268,5268,19D,19D_151,19D_151_sent0,A,Yeah,0,0,0,0,0,0,1,1
5269,5269,19D,19D_151,19D_151_sent1,A, It should be embedded within those documents,0,0,1,0,0,0,1,1
5270,5270,19D,19D_151,19D_151_sent2,A, It should be [overtalk] 00:42:29,1,0,1,1,1,1,1,1
5271,5271,19D,19D_152,19D_152_sent0,Q,Okay,0,0,0,0,0,0,1,1
5272,5272,19D,19D_152,19D_152_sent1,Q, I’ll have a look at some,0,0,1,0,1,1,1,1
5273,5273,19D,19D_152,19D_152_sent2,Q, Yeah,0,0,0,0,0,0,1,1
5274,5274,19D,19D_152,19D_152_sent3,Q, Fabulous,0,0,0,0,1,0,1,1
5275,5275,19D,19D_153,19D_153_sent0,A,"Yeah, I was going to say there’s also the set of standard - I’m just trying to remember what they call them - standard sort of constitutions, I think, published by ASIC -",0,0,1,0,0,1,1,1
5276,5276,19D,19D_154,19D_154_sent0,Q,I’ll have a look at that,0,0,1,1,1,1,1,1
5277,5277,19D,19D_155,19D_155_sent0,A,- that [unclear] 00:42:45 should have in a constitution,0,0,1,1,1,1,1,1
5278,5278,19D,19D_155,19D_155_sent1,A," Replaceable rules, that’s what they’re called",0,0,1,0,0,1,1,1
5279,5279,19D,19D_156,19D_156_sent0,Q,Replaceable rules? Okay,0,0,1,0,0,1,1,1
5280,5280,19D,19D_156,19D_156_sent1,Q, Thank you,0,0,0,0,1,0,1,1
5281,5281,19D,19D_157,19D_157_sent0,A,Yeah,0,0,0,0,0,0,1,1
5282,5282,19D,19D_157,19D_157_sent1,A, So you can choose to put them in or not,0,0,1,1,1,1,1,1
5283,5283,19D,19D_157,19D_157_sent2,A, But they sort of come up with a standard set of - what generally there should be in a constitution [overtalk] 00:43:02,0,0,1,1,1,1,1,1
5284,5284,19D,19D_158,19D_158_sent0,Q,"That’ll really help because that gives sort of the guidelines that shape the behaviours of the boards, and the chair’s role, I guess",0,0,1,0,0,0,1,1
5285,5285,19D,19D_158,19D_158_sent1,Q, Do they -,1,1,1,1,1,1,1,1
5286,5286,19D,19D_159,19D_159_sent0,A,Yeah,0,0,0,0,0,0,1,1
5287,5287,19D,19D_16,19D_16_sent0,A,There was a mix of genders,1,1,1,1,1,1,1,1
5288,5288,19D,19D_16,19D_16_sent1,A, They were primarily Anglo-Saxon,1,0,1,1,1,1,1,1
5289,5289,19D,19D_16,19D_16_sent2,A," They had no idea what it was like to be a student in 20 - I’m going to say ’16, let alone an international student who had come from overseas to learn at our university",0,0,1,1,1,1,1,1
5290,5290,19D,19D_16,19D_16_sent3,A, And that perspective was so important in what we did because we want to engage with international students,0,0,1,0,0,1,1,1
5291,5291,19D,19D_16,19D_16_sent4,A, We want to bring more international students into our university,0,0,1,1,0,1,1,1
5292,5292,19D,19D_16,19D_16_sent5,A, And to understand it from their perspective was just an incredible insight,0,1,0,0,1,1,1,1
5293,5293,19D,19D_16,19D_16_sent6,A, And she was great,0,1,0,0,1,1,1,1
5294,5294,19D,19D_16,19D_16_sent7,A," That lady was just wonderful, like, very smart, very articulate, and just an international student, female",0,1,0,0,1,1,1,1
5295,5295,19D,19D_16,19D_16_sent8,A, She had it all,1,1,1,1,1,0,1,1
5296,5296,19D,19D_160,19D_160_sent0,Q,"Yeah, the authority of the chair, what the chair can do? Oh, great",0,1,0,0,1,1,1,1
5297,5297,19D,19D_161,19D_161_sent0,A,Mmhmm,1,1,0,1,1,1,1,1
5298,5298,19D,19D_162,19D_162_sent0,Q,Do they specify the relationship between the CE and the chair as well? Do they -,1,1,1,1,1,1,1,1
5299,5299,19D,19D_163,19D_163_sent0,A,"Some do, yeah",1,0,1,0,1,0,1,1
5300,5300,19D,19D_163,19D_163_sent1,A," Not all of them, but some of the more complex ones certainly will",0,0,1,1,0,1,1,1
5301,5301,19D,19D_163,19D_163_sent2,A," I was going to say at the university, well, at UC, they were called standing orders",0,1,1,0,0,1,1,1
5302,5302,19D,19D_163,19D_163_sent3,A, So I don’t know if you can get a copy of those at your university,0,0,1,1,1,1,1,1
5303,5303,19D,19D_164,19D_164_sent0,Q,"Oh, should be able to you, yeah",1,0,1,1,1,1,1,1
5304,5304,19D,19D_164,19D_164_sent1,Q, I will,0,0,1,0,0,0,1,1
5305,5305,19D,19D_165,19D_165_sent0,A,"Yeah, they should be there somewhere",0,0,1,0,0,0,1,1
5306,5306,19D,19D_166,19D_166_sent0,Q,I will,0,0,1,0,0,0,1,1
5307,5307,19D,19D_166,19D_166_sent1,Q, I’ll ask those above me,0,0,1,1,0,1,1,1
5308,5308,19D,19D_166,19D_166_sent2,Q, I’m sure they’ll be able to do that,0,0,1,0,0,0,1,1
5309,5309,19D,19D_167,19D_167_sent0,A,[Overtalk] 00:43:46,1,0,1,1,1,1,1,1
5310,5310,19D,19D_168,19D_168_sent0,Q,Okay,0,0,0,0,0,0,1,1
5311,5311,19D,19D_168,19D_168_sent1,Q," So there’s also - do you think that there’s particular board functions that diversity can really help with, and others that it really gets in the way of?",0,0,1,1,1,1,1,1
5312,5312,19D,19D_169,19D_169_sent0,A,No,1,1,1,1,1,1,1,1
5313,5313,19D,19D_169,19D_169_sent1,A, I’m just trying to think,0,1,1,1,1,1,1,1
5314,5314,19D,19D_169,19D_169_sent2,A, I can’t think of anything off the top of my head,1,1,1,1,1,1,1,1
5315,5315,19D,19D_169,19D_169_sent3,A," I think diversity makes for better decision-making because it’s bringing all those skills and experiences and differences that you’re being exposed to throughout your career, and that can make a difference",0,1,0,0,0,1,1,1
5316,5316,19D,19D_169,19D_169_sent4,A, But I can’t think of anything specific that it’s good for and it’s - or easy to see that it’s good for,0,1,1,0,1,0,1,1
5317,5317,19D,19D_17,19D_17_sent0,Q,That’s great,0,1,0,0,1,0,1,1
5318,5318,19D,19D_17,19D_17_sent1,Q," So do you think if that person wasn’t there that no one on the board would’ve thought, “Gee, I wonder what it would be like for our international students?”",0,0,1,1,1,1,1,1
5319,5319,19D,19D_170,19D_170_sent0,Q,"What about risk? Do you think it’s good for managing risk, diversity?",0,0,1,1,1,0,1,1
5320,5320,19D,19D_171,19D_171_sent0,A,"Oh, yes, I do, because I think people need to have those experiences to understand what - because risk is this really [unclear] 00:44:58 sort of people talk about risk",0,0,1,1,1,0,1,1
5321,5321,19D,19D_171,19D_171_sent1,A," But it’s not clear till you get down and you think, “If I do this, what are the things that can go wrong? If I do this, what are the things or the opportunities that will go right?” And everybody can have a different, “Well, what about that?” And go, “Oh, but have you thought about what would happen if, you know, this happened or that happened?” And I think, “Oh, no, I didn’t think about that",1,0,1,1,1,1,1,1
5322,5322,19D,19D_171,19D_171_sent2,A," But, yeah, no, that’s absolutely right",0,1,1,0,0,1,1,1
5323,5323,19D,19D_171,19D_171_sent3,A, That could go wrong,1,0,1,1,1,1,1,1
5324,5324,19D,19D_171,19D_171_sent4,A, And what would we do if that were to happen,1,0,1,1,1,1,1,1
5325,5325,19D,19D_171,19D_171_sent5,A,” So I think that’s really important for boards,0,0,1,0,0,1,1,1
5326,5326,19D,19D_172,19D_172_sent0,Q,Yeah,0,0,0,0,0,0,1,1
5327,5327,19D,19D_172,19D_172_sent1,Q, Okay,0,0,0,0,0,0,1,1
5328,5328,19D,19D_172,19D_172_sent2,Q, That’s great,0,1,0,0,1,0,1,1
5329,5329,19D,19D_172,19D_172_sent3,Q, And so there’s a lot of talk about cognitive diversity in board functioning,1,1,1,1,1,1,1,1
5330,5330,19D,19D_172,19D_172_sent4,Q, Is this what you might call cognitive diversity?,1,0,1,1,1,1,1,1
5331,5331,19D,19D_173,19D_173_sent0,A,It could be,0,0,1,1,0,0,1,1
5332,5332,19D,19D_173,19D_173_sent1,A," Yeah, possibly",0,0,1,1,0,0,1,1
5333,5333,19D,19D_173,19D_173_sent2,A, If they look at more of the - I suppose this is skills base,0,0,1,0,0,0,1,1
